Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
bungi-x-bobby-rabbit-hardware-mens-t-shirt,,,,,,,,,2XL,,,,,,,,3735441_8855,283.49523125,shopify,deny,manual,27.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-mens-crew-neck-t-shirt-white-front-683f9c6a74d70.png?v=1748999286,oz,PC040100,24.39,
bungi-x-bobby-rabbit-hardware-unisex-sweatshirt,BUNGI X BOBBY RABBIT HARDWARE Unisex Sweatshirt,"Each unique, all-over printed sweatshirt is precision-cut and hand-sewn to achieve the best possible look and bring out the intricate design. What's more, the durable fabric with a cotton-feel face and soft brushed fleece inside means that this sweatshirt is bound to become your favorite for a long time.<br>
<br>
• 95% recycled polyester, 5% spandex<br>
• Fabric weight (may vary by 5%): 9.08 oz./yd.² (308 g/m²)<br>
• Soft cotton-feel face<br>
• Brushed fleece fabric inside<br>
• Unisex fit<br>
• Overlock seams<br>
• Blank components sourced from China<br>
<br>
This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!<p><strong class=""size-guide-title"">Size guide</strong></p><div class=""table-responsive dynamic"" data-unit-system=""imperial""><table cellpadding=""5""><tbody>
<tr>
<td> </td>
<td><strong>CHEST (inches)</strong></td>
<td><strong>WAIST (inches)</strong></td>
<td><strong>HIPS (inches)</strong></td>
</tr>
<tr>
<td><strong>2XS</strong></td>
<td>34 ⅝</td>
<td>28 ⅜</td>
<td>35 ⅜</td>
</tr>
<tr>
<td><strong>XS</strong></td>
<td>36 ¼</td>
<td>29 ⅞</td>
<td>37 </td>
</tr>
<tr>
<td><strong>S</strong></td>
<td>37 ¾</td>
<td>31 ½</td>
<td>38 ⅝</td>
</tr>
<tr>
<td><strong>M</strong></td>
<td>39 ⅜</td>
<td>33 ⅛</td>
<td>40 ⅛</td>
</tr>
<tr>
<td><strong>L</strong></td>
<td>42 ½</td>
<td>36 ¼</td>
<td>43 ¼</td>
</tr>
<tr>
<td><strong>XL</strong></td>
<td>45 ⅝</td>
<td>39 ⅜</td>
<td>46 ½</td>
</tr>
<tr>
<td><strong>2XL</strong></td>
<td>48 ⅞</td>
<td>42 ½</td>
<td>49 ⅝</td>
</tr>
<tr>
<td><strong>3XL</strong></td>
<td>52 </td>
<td>45 ⅝</td>
<td>52 ¾</td>
</tr>
<tr>
<td><strong>4XL</strong></td>
<td>55 ⅛</td>
<td>48 ⅞</td>
<td>55 ⅞</td>
</tr>
<tr>
<td><strong>5XL</strong></td>
<td>58 ¼</td>
<td>52 </td>
<td>59 </td>
</tr>
<tr>
<td><strong>6XL</strong></td>
<td>61 ⅜</td>
<td>55 ⅛</td>
<td>62 ¼</td>
</tr>
</tbody></table></div>",My Store,,"","",false,Size,2XS,,,,,,,,8966477_19769,379.883609875,shopify,deny,manual,42.50,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-recycled-unisex-sweatshirt-white-front-683f9be9c4dea.png?v=1748999157,1,Product mockup,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-recycled-unisex-sweatshirt-white-front-683f9be9c4dea.png?v=1748999157,oz,PC040100,34.63,active
bungi-x-bobby-rabbit-hardware-unisex-sweatshirt,,,,,,,,,XS,,,,,,,,8966477_9730,324.03504931875,shopify,deny,manual,42.50,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-recycled-unisex-sweatshirt-white-back-683f9be9c58ed.png?v=1748999157,2,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-recycled-unisex-sweatshirt-white-front-683f9be9c4dea.png?v=1748999157,oz,PC040100,34.63,
bungi-x-bobby-rabbit-hardware-unisex-sweatshirt,,,,,,,,,S,,,,,,,,8966477_9731,354.08554383125,shopify,deny,manual,42.50,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-recycled-unisex-sweatshirt-white-left-front-683f9be9c5aa9.png?v=1748999157,3,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-recycled-unisex-sweatshirt-white-front-683f9be9c4dea.png?v=1748999157,oz,PC040100,34.63,
bungi-x-bobby-rabbit-hardware-unisex-sweatshirt,,,,,,,,,M,,,,,,,,8966477_9732,384.13603834375,shopify,deny,manual,42.50,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-recycled-unisex-sweatshirt-white-right-front-683f9be9c5c34.png?v=1748999157,4,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-recycled-unisex-sweatshirt-white-front-683f9be9c4dea.png?v=1748999157,oz,PC040100,34.63,
bungi-x-bobby-rabbit-hardware-unisex-sweatshirt,,,,,,,,,L,,,,,,,,8966477_9733,405.96517115,shopify,deny,manual,42.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-recycled-unisex-sweatshirt-white-front-683f9be9c4dea.png?v=1748999157,oz,PC040100,34.63,
bungi-x-bobby-rabbit-hardware-unisex-sweatshirt,,,,,,,,,XL,,,,,,,,8966477_9734,420.1399327125,shopify,deny,manual,42.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-recycled-unisex-sweatshirt-white-front-683f9be9c4dea.png?v=1748999157,oz,PC040100,34.63,
bungi-x-bobby-rabbit-hardware-unisex-sweatshirt,,,,,,,,,2XL,,,,,,,,8966477_9735,441.96906551875,shopify,deny,manual,45.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-recycled-unisex-sweatshirt-white-front-683f9be9c4dea.png?v=1748999157,oz,PC040100,36.63,
bungi-x-bobby-rabbit-hardware-unisex-sweatshirt,,,,,,,,,3XL,,,,,,,,8966477_9736,475.98849326875,shopify,deny,manual,47.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-recycled-unisex-sweatshirt-white-front-683f9be9c4dea.png?v=1748999157,oz,PC040100,38.63,
bungi-x-bobby-rabbit-hardware-unisex-sweatshirt,,,,,,,,,4XL,,,,,,,,8966477_19770,599.875909325,shopify,deny,manual,49.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-recycled-unisex-sweatshirt-white-front-683f9be9c4dea.png?v=1748999157,oz,PC040100,40.63,
bungi-x-bobby-rabbit-hardware-unisex-sweatshirt,,,,,,,,,5XL,,,,,,,,8966477_19771,635.029318,shopify,deny,manual,52.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-recycled-unisex-sweatshirt-white-front-683f9be9c4dea.png?v=1748999157,oz,PC040100,42.63,
bungi-x-bobby-rabbit-hardware-unisex-sweatshirt,,,,,,,,,6XL,,,,,,,,8966477_19772,680.10505976875,shopify,deny,manual,54.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-recycled-unisex-sweatshirt-white-front-683f9be9c4dea.png?v=1748999157,oz,PC040100,44.63,
bungi-x-bobby-rabbit-hardware-womens-t-shirt,BUNGI X BOBBY RABBIT HARDWARE Women's T-shirt,"Get to know your new favorite tee—it's super smooth, super comfortable, and made from a cotton-touch polyester jersey that won't fade after washing. <br>
<br>
- Fabric composition in the EU: 96% polyester, 4% spandex<br>
- Fabric composition in the US: 93% polyester, 7% spandex<br>
- Fabric weight in the EU: 6.34 oz./yd.² (215 g/m²)<br>
- Fabric weight in the US: 7.08 oz./yd.² (240 g/m²)<br>
- Premium knit mid-weight jersey<br>
- Smooth, comfortable 2-way stretch fabric that stretches and recovers on the cross and lengthwise grains<br>
- Regular fit<br>
<br>
This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!<p><strong class=""size-guide-title"">Size guide</strong></p><div class=""table-responsive dynamic"" data-unit-system=""imperial""><table cellpadding=""5""><tbody>
<tr>
<td> </td>
<td><strong>CHEST (inches)</strong></td>
</tr>
<tr>
<td><strong>XS</strong></td>
<td>33 ⅛</td>
</tr>
<tr>
<td><strong>S</strong></td>
<td>34 ⅝</td>
</tr>
<tr>
<td><strong>M</strong></td>
<td>36 ¼</td>
</tr>
<tr>
<td><strong>L</strong></td>
<td>39 ⅜</td>
</tr>
<tr>
<td><strong>XL</strong></td>
<td>42 ½</td>
</tr>
<tr>
<td><strong>2XL</strong></td>
<td>45 ⅝</td>
</tr>
</tbody></table></div>",My Store,,"","",false,Size,XS,,,,,,,,5932847_8884,104.3262451,shopify,deny,manual,27.50,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-womens-crew-neck-t-shirt-white-front-683f9bbadb79f.png?v=1748999112,1,Product mockup,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-womens-crew-neck-t-shirt-white-front-683f9bbadb79f.png?v=1748999112,oz,PC040100,21.37,active
bungi-x-bobby-rabbit-hardware-womens-t-shirt,,,,,,,,,S,,,,,,,,5932847_8885,113.3980925,shopify,deny,manual,27.50,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-womens-crew-neck-t-shirt-white-back-683f9bbadc1a7.png?v=1748999112,2,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-womens-crew-neck-t-shirt-white-front-683f9bbadb79f.png?v=1748999112,oz,PC040100,21.37,
bungi-x-bobby-rabbit-hardware-womens-t-shirt,,,,,,,,,M,,,,,,,,5932847_8886,122.4699399,shopify,deny,manual,27.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-womens-crew-neck-t-shirt-white-front-683f9bbadb79f.png?v=1748999112,oz,PC040100,21.37,
bungi-x-bobby-rabbit-hardware-womens-t-shirt,,,,,,,,,L,,,,,,,,5932847_8887,136.077711,shopify,deny,manual,27.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-womens-crew-neck-t-shirt-white-front-683f9bbadb79f.png?v=1748999112,oz,PC040100,21.37,
bungi-x-bobby-rabbit-hardware-womens-t-shirt,,,,,,,,,XL,,,,,,,,5932847_8888,149.6854821,shopify,deny,manual,27.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-womens-crew-neck-t-shirt-white-front-683f9bbadb79f.png?v=1748999112,oz,PC040100,21.37,
bungi-x-bobby-rabbit-hardware-womens-t-shirt,,,,,,,,,2XL,,,,,,,,5932847_8889,172.3651006,shopify,deny,manual,27.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/all-over-print-womens-crew-neck-t-shirt-white-front-683f9bbadb79f.png?v=1748999112,oz,PC040100,23.37,
bungi-x-bobby-rabbit-darkmode-embroidered-unisex-organic-oversized-sweatshirt,BUNGI X BOBBY RABBIT DARKMODE EMBROIDERED Unisex organic oversized sweatshirt,"Get comfy in this organic oversized sweatshirt, an excellent companion for getting warm and cozy anywhere. It’s easily customizable and made from sustainable materials. <br>
<br>
• 80% organic cotton, 20% recycled polyester <br>
• Fabric weight: 10.3oz/yd.² (350g/m²)<br>
• Soft brushed interior<br>
• Oversized fit<br>
• 2 × 2 ribbed cuffs and hem<br>
• The fabric of this product holds certifications for its organic cotton content under GOTS (Global Organic Textile Standard) and OCS (Organic Content Standard). Additionally, GRS (Global Recycled Standard) certifies the recycled content present in the product.<br>
• Blank product sourced from Bangladesh<br>
<br>
This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!<p><strong class=""size-guide-title"">Size guide</strong></p><div class=""table-responsive dynamic"" data-unit-system=""imperial""><table cellpadding=""5""><tbody>
<tr>
<td> </td>
<td><strong>A (inches)</strong></td>
<td><strong>B (inches)</strong></td>
<td><strong>C (inches)</strong></td>
</tr>
<tr>
<td><strong>S</strong></td>
<td>27 ½</td>
<td>25.00</td>
<td>22 </td>
</tr>
<tr>
<td><strong>M</strong></td>
<td>28 ⅜</td>
<td>26 ⅝</td>
<td>23 ¼</td>
</tr>
<tr>
<td><strong>L</strong></td>
<td>29 ⅛</td>
<td>28 ⅛</td>
<td>23 ¼</td>
</tr>
<tr>
<td><strong>XL</strong></td>
<td>30 ¼</td>
<td>30 ⅛</td>
<td>23 ¼</td>
</tr>
<tr>
<td><strong>2XL</strong></td>
<td>31 ¼</td>
<td>32 ⅛</td>
<td>23 ¼</td>
</tr>
</tbody></table></div>",My Store,,"","",false,Color,Black,,Size,S,,,,,1039392_20831,498.951607,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-black-back-683f9b628540b.png?v=1748999022,1,Product mockup,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-black-front-683f9b6285f66.png?v=1748999022,oz,PC040100,44.76,active
bungi-x-bobby-rabbit-darkmode-embroidered-unisex-organic-oversized-sweatshirt,,,,,,,,,Black,,,M,,,,,1039392_20836,566.9904625,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-black-front-683f9b6285f66.png?v=1748999022,2,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-black-front-683f9b6285f66.png?v=1748999022,oz,PC040100,44.76,
bungi-x-bobby-rabbit-darkmode-embroidered-unisex-organic-oversized-sweatshirt,,,,,,,,,Black,,,L,,,,,1039392_20841,612.3496995,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-black-left-683f9b6286198.png?v=1748999022,3,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-black-front-683f9b6285f66.png?v=1748999022,oz,PC040100,44.76,
bungi-x-bobby-rabbit-darkmode-embroidered-unisex-organic-oversized-sweatshirt,,,,,,,,,Black,,,XL,,,,,1039392_20846,635.029318,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-black-right-683f9b6286354.png?v=1748999022,4,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-black-front-683f9b6285f66.png?v=1748999022,oz,PC040100,44.76,
bungi-x-bobby-rabbit-darkmode-embroidered-unisex-organic-oversized-sweatshirt,,,,,,,,,Black,,,2XL,,,,,1039392_20851,675.8526313,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-heather-grey-front-683f9b6286617.png?v=1748999022,5,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-black-front-683f9b6285f66.png?v=1748999022,oz,PC040100,46.76,
bungi-x-bobby-rabbit-darkmode-embroidered-unisex-organic-oversized-sweatshirt,,,,,,,,,Heather Grey,,,S,,,,,1039392_20834,498.951607,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-heather-grey-back-683f9b6286b60.png?v=1748999022,6,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-heather-grey-front-683f9b6286617.png?v=1748999022,oz,PC040100,44.76,
bungi-x-bobby-rabbit-darkmode-embroidered-unisex-organic-oversized-sweatshirt,,,,,,,,,Heather Grey,,,M,,,,,1039392_20839,566.9904625,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-heather-grey-left-683f9b6286fc8.png?v=1748999022,7,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-heather-grey-front-683f9b6286617.png?v=1748999022,oz,PC040100,44.76,
bungi-x-bobby-rabbit-darkmode-embroidered-unisex-organic-oversized-sweatshirt,,,,,,,,,Heather Grey,,,L,,,,,1039392_20844,612.3496995,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-heather-grey-right-683f9b6287494.png?v=1748999022,8,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-heather-grey-front-683f9b6286617.png?v=1748999022,oz,PC040100,44.76,
bungi-x-bobby-rabbit-darkmode-embroidered-unisex-organic-oversized-sweatshirt,,,,,,,,,Heather Grey,,,XL,,,,,1039392_20849,635.029318,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-white-front-683f9b62879d1.png?v=1748999022,9,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-heather-grey-front-683f9b6286617.png?v=1748999022,oz,PC040100,44.76,
bungi-x-bobby-rabbit-darkmode-embroidered-unisex-organic-oversized-sweatshirt,,,,,,,,,Heather Grey,,,2XL,,,,,1039392_20854,675.8526313,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-white-back-683f9b62881d4.png?v=1748999022,10,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-heather-grey-front-683f9b6286617.png?v=1748999022,oz,PC040100,46.76,
bungi-x-bobby-rabbit-darkmode-embroidered-unisex-organic-oversized-sweatshirt,,,,,,,,,White,,,S,,,,,1039392_20835,498.951607,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-white-left-683f9b6288b85.png?v=1748999022,11,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-white-front-683f9b62879d1.png?v=1748999022,oz,PC040100,44.76,
bungi-x-bobby-rabbit-darkmode-embroidered-unisex-organic-oversized-sweatshirt,,,,,,,,,White,,,M,,,,,1039392_20840,566.9904625,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-white-right-683f9b6289383.png?v=1748999022,12,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-white-front-683f9b62879d1.png?v=1748999022,oz,PC040100,44.76,
bungi-x-bobby-rabbit-darkmode-embroidered-unisex-organic-oversized-sweatshirt,,,,,,,,,White,,,L,,,,,1039392_20845,612.3496995,shopify,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-white-front-683f9b62879d1.png?v=1748999022,oz,PC040100,44.76,
bungi-x-bobby-rabbit-darkmode-embroidered-unisex-organic-oversized-sweatshirt,,,,,,,,,White,,,XL,,,,,1039392_20850,635.029318,shopify,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-white-front-683f9b62879d1.png?v=1748999022,oz,PC040100,44.76,
bungi-x-bobby-rabbit-hardware-unisex-organic-oversized-sweatshirt,BUNGI X BOBBY RABBIT LIGHTMODE EMBROIDERED Unisex organic oversized sweatshirt,"Get comfy in this organic oversized sweatshirt, an excellent companion for getting warm and cozy anywhere. It’s easily customizable and made from sustainable materials. <br>
<br>
• 80% organic cotton, 20% recycled polyester <br>
• Fabric weight: 10.3oz/yd.² (350g/m²)<br>
• Soft brushed interior<br>
• Oversized fit<br>
• 2 × 2 ribbed cuffs and hem<br>
• The fabric of this product holds certifications for its organic cotton content under GOTS (Global Organic Textile Standard) and OCS (Organic Content Standard). Additionally, GRS (Global Recycled Standard) certifies the recycled content present in the product.<br>
• Blank product sourced from Bangladesh<br>
<br>
This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",My Store,,"","",false,Color,Black,,Size,S,,,,,5234695_20831,498.951607,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-black-back-683f9b0bd823b.png?v=1748998934,1,Product mockup,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-black-front-683f9b0bd9027.png?v=1748998934,oz,PC040100,44.76,active
bungi-x-bobby-rabbit-hardware-unisex-organic-oversized-sweatshirt,,,,,,,,,Black,,,M,,,,,5234695_20836,566.9904625,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-black-front-683f9b0bd9027.png?v=1748998934,2,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-black-front-683f9b0bd9027.png?v=1748998934,oz,PC040100,44.76,
bungi-x-bobby-rabbit-hardware-unisex-organic-oversized-sweatshirt,,,,,,,,,Black,,,L,,,,,5234695_20841,612.3496995,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-black-left-683f9b0bd9431.png?v=1748998934,3,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-black-front-683f9b0bd9027.png?v=1748998934,oz,PC040100,44.76,
bungi-x-bobby-rabbit-hardware-unisex-organic-oversized-sweatshirt,,,,,,,,,Black,,,XL,,,,,5234695_20846,635.029318,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-black-right-683f9b0bd9763.png?v=1748998934,4,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-black-front-683f9b0bd9027.png?v=1748998934,oz,PC040100,44.76,
bungi-x-bobby-rabbit-hardware-unisex-organic-oversized-sweatshirt,,,,,,,,,Black,,,2XL,,,,,5234695_20851,675.8526313,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-french-navy-front-683f9b0bd9c84.png?v=1748998934,5,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-black-front-683f9b0bd9027.png?v=1748998934,oz,PC040100,46.76,
bungi-x-bobby-rabbit-hardware-unisex-organic-oversized-sweatshirt,,,,,,,,,French Navy,,,S,,,,,5234695_20833,498.951607,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-french-navy-back-683f9b0bda50b.png?v=1748998934,6,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-french-navy-front-683f9b0bd9c84.png?v=1748998934,oz,PC040100,44.76,
bungi-x-bobby-rabbit-hardware-unisex-organic-oversized-sweatshirt,,,,,,,,,French Navy,,,M,,,,,5234695_20838,566.9904625,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-french-navy-left-683f9b0bdac9e.png?v=1748998934,7,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-french-navy-front-683f9b0bd9c84.png?v=1748998934,oz,PC040100,44.76,
bungi-x-bobby-rabbit-hardware-unisex-organic-oversized-sweatshirt,,,,,,,,,French Navy,,,L,,,,,5234695_20843,612.3496995,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-french-navy-right-683f9b0bdb497.png?v=1748998933,8,Product mockup,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-french-navy-front-683f9b0bd9c84.png?v=1748998934,oz,PC040100,44.76,
bungi-x-bobby-rabbit-hardware-unisex-organic-oversized-sweatshirt,,,,,,,,,French Navy,,,XL,,,,,5234695_20848,635.029318,shopify,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-french-navy-front-683f9b0bd9c84.png?v=1748998934,oz,PC040100,44.76,
bungi-x-bobby-rabbit-hardware-unisex-organic-oversized-sweatshirt,,,,,,,,,French Navy,,,2XL,,,,,5234695_20853,675.8526313,shopify,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/3947/8183/files/unisex-organic-oversized-sweatshirt-french-navy-front-683f9b0bd9c84.png?v=1748998934,oz,PC040100,46.76,
